Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Turb,F_Turb,ChlFluor,F_ChlFluor,WiperPosV,Level,F_Level
09/16/2019,10:45, ,0,Inlet,0,6.3,14.69,<0> (CND),48.4958,<0> (CND),31.66,<0> (CND),81.2,<0> (CND),6.78,<0> (CND),7.64,<0> (CND),-61.1,0.84,<0> (CND),0.46,<0> (CND),1.203,1.297,<0> (CND)
09/16/2019,11:00, ,0,Inlet,0,6.3,14.523,0,48.517,0,31.67,0,80,0,6.71,0,7.64,0,-60.7,0.73,0,0.42,0,1.202,1.409,0
09/16/2019,11:15, ,0,Inlet,0,6.3,14.429,0,48.5265,0,31.67,0,79.8,0,6.7,0,7.63,0,-60.6,0.91,0,0.53,0,1.199,1.513,0
09/16/2019,11:30, ,0,Inlet,0,6.3,14.457,0,48.5123,0,31.66,0,80.3,0,6.74,0,7.64,0,-60.9,0.88,0,0.39,0,1.197,1.574,0
09/16/2019,11:45, ,0,Inlet,0,6.3,14.445,0,48.5109,0,31.66,0,80.1,0,6.72,0,7.64,0,-60.8,0.81,0,0.42,0,1.192,1.639,0
09/16/2019,12:00, ,0,Inlet,0,6.3,14.53,0,48.5008,0,31.66,0,80.7,0,6.77,0,7.65,0,-61.4,0.77,0,0.52,0,1.19,1.69,0
09/16/2019,12:15, ,0,Inlet,0,6.3,14.596,0,48.4842,0,31.65,0,81.6,0,6.83,0,7.66,0,-61.9,0.58,0,0.52,0,1.191,1.711,0
09/16/2019,12:30, ,0,Inlet,0,6.3,14.569,0,48.4861,0,31.65,0,81,0,6.79,0,7.65,0,-61.7,0.57,0,0.6,0,1.199,1.693,0
09/16/2019,12:45, ,0,Inlet,0,6.3,14.546,0,48.6022,0,31.73,0,80.6,0,6.75,0,7.65,0,-61.5,0.52,0,0.57,0,1.2,1.663,0
09/16/2019,13:00, ,0,Inlet,0,6.3,14.555,0,48.4709,0,31.64,0,78,0,6.53,0,7.62,0,-59.8,0.41,0,0.42,0,1.203,1.632,0
09/16/2019,13:15, ,0,Inlet,0,6.3,14.821,0,48.4925,0,31.66,0,77.3,0,6.45,0,7.62,0,-60,0.49,0,0.54,0,1.203,1.58,0
09/16/2019,13:30, ,0,Inlet,0,6.3,14.893,0,48.4834,0,31.65,0,82.8,0,6.89,0,7.66,0,-62.4,0.54,0,0.56,0,1.202,1.496,0
09/16/2019,13:45, ,0,Inlet,0,6.3,15.008,0,48.4636,0,31.64,0,81.9,0,6.8,0,7.66,0,-62.4,0.41,0,0.5,0,1.196,1.411,0
09/16/2019,14:00, ,0,Inlet,0,6.3,15.229,0,48.4271,0,31.62,0,85.2,0,7.05,0,7.68,0,-63.4,0.5,0,0.57,0,1.201,1.304,0
09/16/2019,14:15, ,0,Inlet,0,6.3,15.309,0,48.4372,0,31.63,0,85.3,0,7.04,0,7.68,0,-63.6,0.49,0,0.6,0,1.196,1.173,0
09/16/2019,14:30, ,0,Inlet,0,6.3,15.508,0,48.4291,0,31.63,0,86.4,0,7.11,0,7.69,0,-63.9,0.53,0,0.6,0,1.194,1.033,0
09/16/2019,14:45, ,0,Inlet,0,6.3,15.794,0,48.4248,0,31.63,0,89.6,0,7.32,0,7.71,0,-65.5,0.6,0,0.59,0,1.203,0.884,0
09/16/2019,15:00, ,0,Inlet,0,6.3,15.999,0,48.4123,0,31.62,0,91.3,0,7.44,0,7.72,0,-65.7,0.6,0,0.66,0,1.194,0.721,0
09/16/2019,15:15, ,0,Inlet,0,6.3,16.137,0,48.3929,0,31.61,0,92,0,7.47,0,7.72,0,-66,0.73,0,0.67,0,1.203,0.558,0
09/16/2019,15:30, ,0,Inlet,0,6.3,16.345,0,48.3617,0,31.59,0,93,0,7.52,0,7.72,0,-65.8,0.66,0,0.6,0,1.192,0.387,0
09/16/2019,15:45, ,0,Inlet,0,6.3,16.469,0,48.3506,0,31.59,0,92.8,0,7.49,0,7.72,0,-65.8,0.83,0,0.58,0,1.191,0.194,0
09/16/2019,16:00, ,0,Inlet,0,6.3,16.742,0,48.2864,0,31.54,0,93.6,0,7.52,0,7.71,0,-65.5,1.12,0,0.66,0,1.202,0.015,0
09/16/2019,16:15, ,0,Inlet,0,6.3,16.922,0,48.2584,0,31.52,0,94.4,0,7.55,0,7.71,0,-65.2,1.28,0,0.73,0,1.187,-0.15,0
09/16/2019,16:30, ,0,Inlet,0,6.3,17.008,0,48.2265,0,31.5,0,92.1,0,7.36,0,7.68,0,-63.4,1.15,0,0.73,0,1.203,-0.325,0
09/16/2019,16:45, ,0,Inlet,0,6.3,17.148,0,48.1888,0,31.48,0,93.4,0,7.44,0,7.68,0,-63.9,0.95,0,0.7,0,1.195,-0.45,0
09/16/2019,17:00, ,0,Inlet,0,6.3,17.079,0,48.2016,0,31.48,0,93,0,7.42,0,7.7,0,-64.6,1.25,0,0.88,0,1.188,-0.585,0
09/16/2019,17:15, ,0,Inlet,0,6.3,17.124,0,48.1954,0,31.48,0,93,0,7.41,0,7.69,0,-64.3,1.45,0,0.6,0,1.198,-0.679,0
09/16/2019,17:30, ,0,Inlet,0,6.3,17.21,0,48.1492,0,31.45,0,92.2,0,7.34,0,7.67,0,-63.1,1.09,0,0.67,0,1.193,-0.77,0
09/16/2019,17:45, ,0,Inlet,0,6.3,17.186,0,48.131,0,31.43,0,84.9,0,6.76,0,7.62,0,-60.2,0.79,0,1.07,0,1.193,-0.852,0
09/16/2019,18:00, ,0,Inlet,0,6.3,17.2,0,48.1064,0,31.42,0,88.7,0,7.06,0,7.64,0,-61.3,1.06,0,0.83,0,1.188,-0.877,0
09/16/2019,18:15, ,0,Inlet,0,6.3,17.209,0,48.0922,0,31.41,0,89.1,0,7.09,0,7.64,0,-61.2,0.97,0,0.55,0,1.193,-0.919,0
09/16/2019,18:30, ,0,Inlet,0,6.3,17.214,0,48.0816,0,31.4,0,89,0,7.09,0,7.64,0,-61.2,0.88,0,1.02,0,1.202,-0.902,0
09/16/2019,18:45, ,0,Inlet,0,6.3,17.198,0,48.0896,0,31.4,0,89.6,0,7.14,0,7.64,0,-61.5,1.16,0,0.68,0,1.188,-0.896,0
09/16/2019,19:00, ,0,Inlet,0,6.3,17.203,0,48.0823,0,31.4,0,90,0,7.17,0,7.65,0,-61.7,0.92,0,0.8,0,1.194,-0.849,0
09/16/2019,19:15, ,0,Inlet,0,6.3,17.196,0,48.0861,0,31.4,0,90,0,7.17,0,7.65,0,-61.8,1.21,0,0.91,0,1.203,-0.78,0
09/16/2019,19:30, ,0,Inlet,0,6.3,17.16,0,48.0964,0,31.41,0,89.7,0,7.15,0,7.65,0,-61.7,1.24,0,0.79,0,1.194,-0.725,0
09/16/2019,19:45, ,0,Inlet,0,6.3,17.177,0,48.0817,0,31.4,0,90.5,0,7.21,0,7.65,0,-61.9,0.86,0,0.81,0,1.202,-0.61,0
09/16/2019,20:00, ,0,Inlet,0,6.3,17.19,0,48.0804,0,31.4,0,89.7,0,7.15,0,7.64,0,-61.5,0.83,0,1.43,0,1.193,-0.541,0
09/16/2019,20:15, ,0,Inlet,0,6.3,17.15,0,48.0807,0,31.4,0,87.7,0,6.99,0,7.64,0,-61.2,1.09,0,0.85,0,1.187,-0.418,0
09/16/2019,20:30, ,0,Inlet,0,6.3,17.084,0,47.7535,0,31.16,0,87.8,0,7.02,0,7.61,0,-59.5,1.29,0,0.8,0,1.186,-0.262,0
09/16/2019,20:45, ,0,Inlet,0,6.3,17.101,0,47.7527,0,31.16,0,87.4,0,6.98,0,7.6,0,-59.2,1.7,0,0.6,0,1.195,-0.137,0
09/16/2019,21:00, ,0,Inlet,0,6.3,16.078,0,48.2254,0,31.49,0,91.9,0,7.48,0,7.71,0,-65.3,0.88,0,0.84,0,1.205,0.027,0
09/16/2019,21:15, ,0,Inlet,0,6.3,15.894,0,48.343,0,31.57,0,93.4,0,7.62,0,7.76,0,-68.3,0.73,0,1.13,0,1.202,0.181,0
09/16/2019,21:30, ,0,Inlet,0,6.3,15.833,0,48.3546,0,31.58,0,93.5,0,7.64,0,7.76,0,-68.2,0.56,0,1.11,0,1.187,0.344,0
09/16/2019,21:45, ,0,Inlet,0,6.3,15.811,0,48.3492,0,31.57,0,93.2,0,7.62,0,7.76,0,-68.4,0.7,0,1.1,0,1.193,0.487,0
09/16/2019,22:00, ,0,Inlet,0,6.3,15.816,0,48.347,0,31.57,0,93.2,0,7.62,0,7.77,0,-68.6,0.7,0,1,0,1.188,0.65,0
09/16/2019,22:15, ,0,Inlet,0,6.3,15.598,0,48.3625,0,31.58,0,90.3,0,7.41,0,7.75,0,-67.3,1.09,0,0.95,0,1.205,0.81,0
09/16/2019,22:30, ,0,Inlet,0,6.3,15.349,0,48.3686,0,31.58,0,87.5,0,7.22,0,7.73,0,-66.3,1.37,0,0.94,0,1.198,0.97,0
09/16/2019,22:45, ,0,Inlet,0,6.3,15.288,0,48.3676,0,31.58,0,86.7,0,7.16,0,7.72,0,-66,1.23,0,0.91,0,1.196,1.106,0
09/16/2019,23:00, ,0,Inlet,0,6.3,15.191,0,48.3716,0,31.58,0,85.8,0,7.1,0,7.72,0,-65.7,0.9,0,0.89,0,1.196,1.245,0
09/16/2019,23:15, ,0,Inlet,0,6.3,15.169,0,48.3763,0,31.58,0,85.6,0,7.09,0,7.72,0,-65.5,0.83,0,0.9,0,1.192,1.363,0
09/16/2019,23:30, ,0,Inlet,0,6.3,15.304,0,48.3524,0,31.57,0,86.7,0,7.16,0,7.72,0,-66,0.7,0,0.96,0,1.189,1.464,0
09/16/2019,23:45, ,0,Inlet,0,6.3,15.242,0,48.3632,0,31.57,0,86,0,7.11,0,7.72,0,-65.7,0.77,0,0.97,0,1.204,1.544,0
09/17/2019,00:00, ,0,Inlet,0,6.3,15.299,0,48.3518,0,31.57,0,86.2,0,7.12,0,7.72,0,-65.6,0.69,0,0.99,0,1.203,1.606,0
09/17/2019,00:15, ,0,Inlet,0,6.3,15.206,0,48.3602,0,31.57,0,85.2,0,7.05,0,7.72,0,-65.6,0.66,0,1,0,1.201,1.648,0
09/17/2019,00:30, ,0,Inlet,0,6.3,15.172,0,48.3558,0,31.57,0,85,0,7.04,0,7.71,0,-65.4,0.7,0,1.16,0,1.198,1.676,0
09/17/2019,00:45, ,0,Inlet,0,6.3,15.203,0,48.3491,0,31.56,0,85.2,0,7.05,0,7.72,0,-65.6,0.82,0,1.26,0,1.201,1.689,0
09/17/2019,01:00, ,0,Inlet,0,6.3,15.217,0,48.3575,0,31.57,0,84.8,0,7.01,0,7.7,0,-64.4,1.07,0,1.23,0,1.196,1.665,0
09/17/2019,01:15, ,0,Inlet,0,6.3,15.146,0,48.3499,0,31.56,0,83.6,0,6.92,0,7.7,0,-64.8,0.73,0,1.19,0,1.191,1.625,0
09/17/2019,01:30, ,0,Inlet,0,6.3,15.151,0,48.3525,0,31.56,0,83.9,0,6.95,0,7.7,0,-64.6,5.24,0,1.36,0,1.19,1.558,0
09/17/2019,01:45, ,0,Inlet,0,6.3,15.166,0,48.3512,0,31.56,0,84.8,0,7.02,0,7.71,0,-65.4,0.57,0,1.01,0,1.187,1.496,0
09/17/2019,02:00, ,0,Inlet,0,6.3,15.108,0,48.349,0,31.56,0,84.6,0,7.02,0,7.72,0,-65.4,0.59,0,1.1,0,1.189,1.411,0
09/17/2019,02:15, ,0,Inlet,0,6.3,15.071,0,48.3527,0,31.56,0,84.7,0,7.03,0,7.71,0,-65.2,0.53,0,1.2,0,1.203,1.298,0
09/17/2019,02:30, ,0,Inlet,0,6.3,15.045,0,48.3592,0,31.57,0,83.9,0,6.97,0,7.71,0,-64.8,0.7,0,1.1,0,1.196,1.178,0
09/17/2019,02:45, ,0,Inlet,0,6.3,15.015,0,48.3502,0,31.56,0,84.1,0,6.99,0,7.71,0,-64.9,0.85,0,1.04,0,1.186,1.042,0
09/17/2019,03:00, ,0,Inlet,0,6.3,15.065,0,48.3423,0,31.55,0,84.2,0,6.99,0,7.71,0,-65,0.82,0,1,0,1.204,0.903,0
09/17/2019,03:15, ,0,Inlet,0,6.3,15.1,0,48.3299,0,31.55,0,83.3,0,6.91,0,7.69,0,-64.2,0.82,0,0.99,0,1.196,0.745,0
09/17/2019,03:30, ,0,Inlet,0,6.3,15.143,0,48.3306,0,31.55,0,83.3,0,6.9,0,7.7,0,-64.4,1,0,0.94,0,1.194,0.592,0
09/17/2019,03:45, ,0,Inlet,0,6.3,15.171,0,48.3169,0,31.54,0,84.4,0,6.99,0,7.7,0,-64.3,1.22,0,0.97,0,1.202,0.419,0
09/17/2019,04:00, ,0,Inlet,0,6.3,15.145,0,48.289,0,31.52,0,83.1,0,6.89,0,7.68,0,-63.4,1.22,0,0.9,0,1.186,0.257,0
09/17/2019,04:15, ,0,Inlet,0,6.3,15.113,0,48.2872,0,31.52,0,81.3,0,6.74,0,7.66,0,-62,1.45,0,0.81,0,1.195,0.093,0
09/17/2019,04:30, ,0,Inlet,0,6.3,15.109,0,48.2184,0,31.47,0,80.9,0,6.71,0,7.63,0,-60.6,1.5,0,0.78,0,1.195,-0.086,0
09/17/2019,04:45, ,0,Inlet,0,6.3,14.944,0,48.1921,0,31.44,0,78.1,0,6.5,0,7.59,0,-58.2,1.38,0,0.76,0,1.195,-0.264,0
09/17/2019,05:00, ,0,Inlet,0,6.3,14.999,0,48.1365,0,31.4,0,78.3,0,6.51,0,7.59,0,-57.9,1.39,0,0.97,0,1.197,-0.379,0
09/17/2019,05:15, ,0,Inlet,0,6.3,15.068,0,48.0709,0,31.36,0,77.8,0,6.46,0,7.57,0,-57.1,1.6,0,0.93,0,1.202,-0.529,0
09/17/2019,05:30, ,0,Inlet,0,6.3,14.982,0,48.0391,0,31.33,0,76.7,0,6.39,0,7.55,0,-55.9,1.56,0,0.81,0,1.192,-0.611,0
09/17/2019,05:45, ,0,Inlet,0,6.3,14.938,0,47.9933,0,31.3,0,75.3,0,6.27,0,7.54,0,-54.9,1.27,0,0.92,0,1.194,-0.709,0
09/17/2019,06:00, ,0,Inlet,0,6.3,14.894,0,48.0104,0,31.31,0,75.3,0,6.28,0,7.53,0,-54.8,1.27,0,0.75,0,1.202,-0.793,0
09/17/2019,06:15, ,0,Inlet,0,6.3,14.915,0,48.0048,0,31.31,0,75.5,0,6.29,0,7.54,0,-55.2,1.87,0,0.71,0,1.191,-0.825,0
09/17/2019,06:30, ,0,Inlet,0,6.3,14.943,0,48.0073,0,31.31,0,74.4,0,6.2,0,7.53,0,-54.8,1.22,0,0.83,0,1.192,-0.86,0
09/17/2019,06:45, ,0,Inlet,0,6.3,14.94,0,48.0156,0,31.31,0,74.1,0,6.17,0,7.53,0,-54.6,1.3,0,0.67,0,1.192,-0.854,0
09/17/2019,07:00, ,0,Inlet,0,6.3,14.893,0,48.0267,0,31.32,0,74.5,0,6.21,0,7.53,0,-54.6,1.25,0,0.72,0,1.189,-0.812,0
09/17/2019,07:15, ,0,Inlet,0,6.3,14.888,0,48.0156,0,31.31,0,73.9,0,6.17,0,7.53,0,-54.4,1.08,0,0.52,0,1.196,-0.774,0
09/17/2019,07:30, ,0,Inlet,0,6.3,14.867,0,48.0169,0,31.31,0,73.6,0,6.14,0,7.52,0,-53.8,1.4,0,0.57,0,1.198,-0.724,0
09/17/2019,07:45, ,0,Inlet,0,6.3,14.856,0,48.0248,0,31.32,0,71.2,0,5.94,0,7.5,0,-52.8,1.31,0,0.66,0,1.192,-0.663,0
09/17/2019,08:00, ,0,Inlet,0,6.3,14.881,0,48.0049,0,31.31,0,73.4,0,6.13,0,7.52,0,-53.7,1.44,0,0.49,0,1.19,-0.566,0
09/17/2019,08:15, ,0,Inlet,0,6.3,14.868,0,48.007,0,31.31,0,73.3,0,6.12,0,7.52,0,-53.8,1.34,0,0.59,0,1.202,-0.464,0
09/17/2019,08:30, ,0,Inlet,0,6.3,15.086,0,47.7302,0,31.11,0,77.6,0,6.45,0,7.52,0,-54,1.84,0,0.53,0,1.186,-0.335,0
09/17/2019,08:45, ,0,Inlet,0,6.3,15.216,0,47.7321,0,31.11,0,79.1,0,6.56,0,7.54,0,-55.4,1.7,0,0.51,0,1.201,-0.196,0
09/17/2019,09:00, ,0,Inlet,0,6.3,15.284,0,47.7965,0,31.16,0,80.5,0,6.67,0,7.57,0,-56.9,1.9,0,0.55,0,1.199,-0.059,0
09/17/2019,09:15, ,0,Inlet,0,6.3,15.369,0,48.2437,0,31.49,0,90.9,0,7.5,0,7.72,0,-65.7,1.27,0,0.49,0,1.205,0.088,0
09/17/2019,09:30, ,0,Inlet,0,6.3,15.413,0,48.2633,0,31.5,0,91.2,0,7.52,0,7.74,0,-66.9,0.83,0,0.64,0,1.203,0.253,0
09/17/2019,09:45, ,0,Inlet,0,6.3,15.422,0,48.2818,0,31.52,0,90.7,0,7.47,0,7.74,0,-66.8,0.81,0,0.67,0,1.189,0.401,0
09/17/2019,10:00, ,0,Inlet,0,6.3,15.456,0,48.2651,0,31.51,0,92,0,7.58,0,7.75,0,-67.3,1.03,0,0.9,0,1.195,0.564,0
09/17/2019,10:15, ,0,Inlet,0,6.3,15.428,0,48.247,0,31.49,0,91.8,0,7.57,0,7.75,0,-67.3,1.06,0,1.04,0,1.195,0.727,0
09/17/2019,10:30, ,0,Inlet,0,6.3,15.353,0,48.2564,0,31.5,0,90.7,0,7.48,0,7.74,0,-66.8,1.27,0,0.69,0,1.194,0.886,0
09/17/2019,10:45, ,0,Inlet,0,6.3,15.272,0,48.2503,0,31.49,0,89.7,0,7.42,0,7.73,0,-66.2,1.05,0,0.98,0,1.187,1.04,0
09/17/2019,11:00, ,0,Inlet,0,6.3,15.213,0,48.2419,0,31.48,0,89.4,0,7.4,0,7.73,0,-66.1,0.94,0,1.08,0,1.186,1.198,0
09/17/2019,11:15, ,0,Inlet,0,6.3,15.163,0,48.2434,0,31.48,0,89.1,0,7.38,0,7.73,0,-66,0.97,0,1.11,0,1.206,1.325,0
09/17/2019,11:30, ,0,Inlet,0,6.3,15.221,0,48.2218,0,31.47,0,89.6,0,7.42,0,7.73,0,-66.2,0.85,0,1.19,0,1.201,1.449,0
09/17/2019,11:45, ,0,Inlet,0,6.3,15.209,0,48.2257,0,31.47,0,89.6,0,7.42,0,7.73,0,-66.1,0.85,0,1.21,0,1.199,1.553,0
09/17/2019,12:00, ,0,Inlet,0,6.3,15.206,0,48.2121,0,31.46,0,89.3,0,7.39,0,7.72,0,-66,0.76,0,1.24,0,1.186,1.634,0
09/17/2019,12:15, ,0,Inlet,0,6.3,15.264,0,48.2031,0,31.46,0,90.1,0,7.45,0,7.73,0,-66.1,0.8,0,1.08,0,1.186,1.694,0
09/17/2019,12:30, ,0,Inlet,0,6.3,15.337,0,48.1942,0,31.45,0,90.5,0,7.47,0,7.73,0,-66.5,0.74,0,1.2,0,1.198,1.741,0
09/17/2019,12:45, ,0,Inlet,0,6.3,15.388,0,48.1836,0,31.45,0,91.1,0,7.51,0,7.73,0,-66.3,0.69,0,1.25,0,1.204,1.757,0
09/17/2019,13:00, ,0,Inlet,0,6.3,15.452,0,48.1743,0,31.44,0,91.3,0,7.53,0,7.75,0,-67.4,0.65,0,1.23,0,1.198,1.755,0
09/17/2019,13:15, ,0,Inlet,0,6.3,15.485,0,48.1782,0,31.44,0,89.6,0,7.38,0,7.72,0,-65.9,0.74,0,1.03,0,1.193,1.741,0
09/17/2019,13:30, ,0,Inlet,0,6.3,15.478,0,48.1955,0,31.46,0,91.2,0,7.51,0,7.74,0,-66.9,0.75,0,1.15,0,1.194,1.713,0
09/17/2019,13:45, ,0,Inlet,0,6.3,15.52,0,48.1821,0,31.45,0,90.8,0,7.47,0,7.73,0,-66.5,0.7,0,1.42,0,1.19,1.66,0
09/17/2019,14:00, ,0,Inlet,0,6.3,15.546,0,48.1976,0,31.46,0,92.1,0,7.58,0,7.74,0,-67.1,0.57,0,1.37,0,1.203,1.578,0
09/17/2019,14:15, ,0,Inlet,0,6.3,15.565,0,48.2055,0,31.46,0,93.2,0,7.66,0,7.75,0,-67.4,0.67,0,1.28,0,1.2,1.488,0
09/17/2019,14:30, ,0,Inlet,0,6.3,15.597,0,48.2271,0,31.48,0,93.7,0,7.7,0,7.75,0,-67.7,0.58,0,1.19,0,1.195,1.386,0
09/17/2019,14:45, ,0,Inlet,0,6.3,15.627,0,48.2298,0,31.48,0,89.9,0,7.38,0,7.73,0,-66.6,0.62,0,1.42,0,1.193,1.269,0
09/17/2019,15:00, ,0,Inlet,0,6.3,15.77,0,48.1994,0,31.46,0,94.9,0,7.77,0,7.76,0,-68.1,0.73,0,1.47,0,1.193,1.129,0
09/17/2019,15:15, ,0,Inlet,0,6.3,15.918,0,48.1879,0,31.46,0,95,0,7.76,0,7.76,0,-68.1,0.68,0,1.26,0,1.201,0.98,0
09/17/2019,15:30, ,0,Inlet,0,6.3,16.051,0,48.225,0,31.49,0,96.6,0,7.87,0,7.76,0,-68.4,0.68,0,1.2,0,1.194,0.826,0
09/17/2019,15:45, ,0,Inlet,0,6.3,16.174,0,48.2083,0,31.48,0,97.5,0,7.92,0,7.77,0,-68.8,0.83,0,1.12,0,1.193,0.66,0
09/17/2019,16:00, ,0,Inlet,0,6.3,16.361,0,48.2049,0,31.48,0,99.5,0,8.05,0,7.77,0,-68.9,0.81,0,1.09,0,1.2,0.498,0
09/17/2019,16:15, ,0,Inlet,0,6.3,16.473,0,48.1413,0,31.43,0,99.8,0,8.06,0,7.77,0,-68.8,0.83,0,1.15,0,1.186,0.329,0
09/17/2019,16:30, ,0,Inlet,0,6.3,16.593,0,48.1806,0,31.46,0,99.9,0,8.05,0,7.76,0,-68.4,1.08,0,1.17,0,1.192,0.154,0
09/17/2019,16:45, ,0,Inlet,0,6.3,16.728,0,48.1391,0,31.43,0,99.8,0,8.02,0,7.75,0,-67.4,1.15,0,1.16,0,1.193,-0.027,0
09/17/2019,17:00, ,0,Inlet,0,6.3,16.82,0,48.123,0,31.42,0,98.7,0,7.92,0,7.73,0,-66.3,1.24,0,1.16,0,1.193,-0.19,0
09/17/2019,17:15, ,0,Inlet,0,6.3,16.885,0,48.115,0,31.42,0,98.1,0,7.86,0,7.72,0,-65.7,1.2,0,1.15,0,1.189,-0.335,0
09/17/2019,17:30, ,0,Inlet,0,6.3,16.913,0,48.0802,0,31.39,0,98,0,7.85,0,7.71,0,-65.2,1.2,0,1.18,0,1.199,-0.446,0
09/17/2019,17:45, ,0,Inlet,0,6.3,16.854,0,48.0686,0,31.38,0,95.4,0,7.65,0,7.69,0,-64.1,1.12,0,1.38,0,1.202,-0.572,0
09/17/2019,18:00, ,0,Inlet,0,6.3,16.86,0,48.0423,0,31.37,0,96.8,0,7.76,0,7.7,0,-64.7,1.63,0,1.3,0,1.205,-0.659,0
09/17/2019,18:15, ,0,Inlet,0,6.3,16.872,0,48.0259,0,31.35,0,95.4,0,7.65,0,7.68,0,-63.9,1.02,0,1.01,0,1.199,-0.739,0
09/17/2019,18:30, ,0,Inlet,0,6.3,16.901,0,48.017,0,31.35,0,96,0,7.69,0,7.69,0,-63.9,1.46,0,1.34,0,1.186,-0.77,0
09/17/2019,18:45, ,0,Inlet,0,6.3,16.924,0,48.0088,0,31.34,0,95.5,0,7.65,0,7.68,0,-63.5,1.12,0,1.11,0,1.197,-0.823,0
09/17/2019,19:00, ,0,Inlet,0,6.3,16.915,0,48.0073,0,31.34,0,96,0,7.69,0,7.68,0,-63.7,1.31,0,1.07,0,1.189,-0.813,0
09/17/2019,19:15, ,0,Inlet,0,6.3,16.921,0,47.9993,0,31.34,0,96.2,0,7.71,0,7.68,0,-63.7,1.3,0,1.44,0,1.194,-0.787,0
09/17/2019,19:30, ,0,Inlet,0,6.3,16.93,0,48.0011,0,31.34,0,94.9,0,7.6,0,7.67,0,-63.2,1.06,0,1.04,0,1.19,-0.783,0
09/17/2019,19:45, ,0,Inlet,0,6.3,16.917,0,48.008,0,31.34,0,93.5,0,7.49,0,7.67,0,-63,1,0,1.15,0,1.19,-0.727,0
09/17/2019,20:00, ,0,Inlet,0,6.3,16.918,0,48.0156,0,31.35,0,93.1,0,7.46,0,7.66,0,-62.4,0.8,0,1.13,0,1.194,-0.646,0
09/17/2019,20:15, ,0,Inlet,0,6.3,16.923,0,48.0242,0,31.35,0,89.7,0,7.19,0,7.62,0,-60.3,0.89,0,1.07,0,1.195,-0.576,0
09/17/2019,20:30, ,0,Inlet,0,6.3,16.904,0,48.0333,0,31.36,0,85.5,0,6.85,0,7.59,0,-58.4,0.68,0,1,0,1.19,-0.503,0
09/17/2019,20:45, ,0,Inlet,0,6.3,16.761,0,47.8099,0,31.2,0,92.2,0,7.41,0,7.63,0,-60.9,1.3,0,0.97,0,1.194,-0.374,0
09/17/2019,21:00, ,0,Inlet,0,6.3,16.718,0,47.7533,0,31.15,0,91.7,0,7.39,0,7.65,0,-61.5,1.44,0,0.94,0,1.192,-0.242,0
09/17/2019,21:15, ,0,Inlet,0,6.3,16.671,0,47.6715,0,31.09,0,91.5,0,7.38,0,7.63,0,-60.9,1.31,0,0.83,0,1.201,-0.1,0
09/17/2019,21:30, ,0,Inlet,0,6.3,16.442,0,47.9441,0,31.29,0,93.8,0,7.59,0,7.7,0,-64.7,1.12,0,1.09,0,1.186,0.041,0
09/17/2019,21:45, ,0,Inlet,0,6.3,15.976,0,48.0479,0,31.36,0,97.9,0,7.99,0,7.79,0,-69.6,0.76,0,1.58,0,1.193,0.187,0
09/17/2019,22:00, ,0,Inlet,0,6.3,15.89,0,48.0693,0,31.37,0,98.1,0,8.01,0,7.79,0,-70,0.66,0,1.58,0,1.201,0.347,0
09/17/2019,22:15, ,0,Inlet,0,6.3,15.871,0,48.0961,0,31.39,0,98,0,8.01,0,7.79,0,-70.2,0.67,0,1.59,0,1.193,0.495,0
09/17/2019,22:30, ,0,Inlet,0,6.3,15.753,0,48.1235,0,31.41,0,96.1,0,7.88,0,7.78,0,-69.4,0.73,0,1.56,0,1.186,0.647,0
09/17/2019,22:45, ,0,Inlet,0,6.3,15.562,0,48.1406,0,31.42,0,93.4,0,7.68,0,7.76,0,-68.2,0.87,0,1.43,0,1.19,0.808,0
09/17/2019,23:00, ,0,Inlet,0,6.3,15.478,0,48.1579,0,31.43,0,91.7,0,7.56,0,7.75,0,-67.4,0.92,0,1.24,0,1.199,0.97,0
09/17/2019,23:15, ,0,Inlet,0,6.3,15.439,0,48.1573,0,31.43,0,91.6,0,7.55,0,7.75,0,-67.3,0.72,0,1.24,0,1.195,1.106,0
09/17/2019,23:30, ,0,Inlet,0,6.3,15.343,0,48.1719,0,31.44,0,91.1,0,7.52,0,7.74,0,-67.1,0.73,0,1.34,0,1.197,1.238,0
09/17/2019,23:45, ,0,Inlet,0,6.3,15.303,0,48.1689,0,31.43,0,90.9,0,7.51,0,7.74,0,-67.1,0.59,0,1.34,0,1.186,1.361,0
09/18/2019,00:00, ,0,Inlet,0,6.3,15.29,0,48.1624,0,31.43,0,90.6,0,7.49,0,7.74,0,-66.9,0.48,0,1.3,0,1.194,1.459,0
09/18/2019,00:15, ,0,Inlet,0,6.3,15.303,0,48.1432,0,31.41,0,90.4,0,7.48,0,7.74,0,-66.8,0.53,0,1.4,0,1.203,1.541,0
09/18/2019,00:30, ,0,Inlet,0,6.3,15.277,0,48.1232,0,31.4,0,91.1,0,7.53,0,7.75,0,-67.2,0.58,0,1.4,0,1.194,1.616,0
09/18/2019,00:45, ,0,Inlet,0,6.3,15.242,0,48.0655,0,31.36,0,91.5,0,7.57,0,7.75,0,-67.5,0.52,0,1.51,0,1.204,1.666,0
