Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,Turb,F_Turb,ChlorophyllRFU,ChlFluor,F_ChlFluor,Depth,F_Depth
7/2/2019,11:00, ,0,Pellicer Creek,0,6.1,67.4,<0> (CND),4.46,<0> (CND),7.43,<0> (CND),-35.3,29.981,<0> (CND),38.4391,<0> (CND),24.3,<0> (CND),38.25,<0> (CND),5.12,20.6,<0> (CND),1.376,<0> (CND)
7/2/2019,11:15, ,0,Pellicer Creek,0,6.1,60.1,0,3.95,0,7.49,0,-38.9,30.287,0,38.8967,0,24.61,0,15.36,0,5.22,20.99,0,1.494,0
7/2/2019,11:30, ,0,Pellicer Creek,0,6.1,71.3,0,4.68,0,7.57,0,-43.7,30.448,0,38.3071,0,24.2,0,13.68,0,5.75,23.15,0,1.484,0
7/2/2019,11:45, ,0,Pellicer Creek,0,6.1,65.7,0,4.33,0,7.52,0,-41.1,30.197,0,38.3658,0,24.24,0,15.71,0,6.37,25.68,0,1.453,0
7/2/2019,12:00, ,0,Pellicer Creek,0,6.1,69.6,0,4.6,0,7.53,0,-41.5,30.346,0,37.3502,0,23.53,0,13.36,0,6.03,24.31,0,1.429,0
7/2/2019,12:15, ,0,Pellicer Creek,0,6.1,72.4,0,4.79,0,7.54,0,-42.3,30.617,0,35.9017,0,22.51,0,12.74,0,6.16,24.84,0,1.416,0
7/2/2019,12:30, ,0,Pellicer Creek,0,6.1,73,0,4.83,0,7.52,0,-41.2,30.62,0,35.611,0,22.31,0,12.44,0,6.08,24.51,0,1.387,0
7/2/2019,12:45, ,0,Pellicer Creek,0,6.1,71,0,4.72,0,7.51,0,-40.5,30.674,0,34.4087,0,21.48,0,11.97,0,5.84,23.52,0,1.365,0
7/2/2019,13:00, ,0,Pellicer Creek,0,6.1,69.6,0,4.62,0,7.5,0,-39.9,30.464,0,35.2743,0,22.08,0,14.32,0,6.22,25.08,0,1.335,0
7/2/2019,13:15, ,0,Pellicer Creek,0,6.1,69.2,0,4.6,0,7.5,0,-39.4,30.483,0,35.1307,0,21.98,0,12.71,0,5.89,23.73,0,1.301,0
