Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,Turb,F_Turb,ChlorophyllRFU,ChlFluor,F_ChlFluor,Depth,F_Depth
10/15/2019,10:15, ,0,Pellicer Creek,0,6.1,56.3,<0> (CND),3.96,<0> (CND),7.12,<0> (CND),-25.2,26.196,<0> (CND),39.0831,<0> (CND),24.85,<0> (CND),11.18,<0> (CND),2.11,8.31,<0> (CND),1.567,<0> (CND)
10/15/2019,10:30, ,0,Pellicer Creek,0,6.1,60,0,4.18,0,7.16,0,-28,26.469,0,40.0958,0,25.56,0,10.52,0,2.01,7.94,0,1.588,0
10/15/2019,10:45, ,0,Pellicer Creek,0,6.1,62.8,0,4.34,0,7.22,0,-31.5,26.701,0,41.4181,0,26.49,0,10.13,0,1.94,7.64,0,1.607,0
10/15/2019,11:00, ,0,Pellicer Creek,0,6.1,65.7,0,4.49,0,7.29,0,-35.3,26.951,0,42.6621,0,27.37,0,10.28,0,2.06,8.13,0,1.623,0
10/15/2019,11:15, ,0,Pellicer Creek,0,6.1,67.8,0,4.61,0,7.34,0,-38.3,27.099,0,43.6441,0,28.07,0,10.19,0,1.9,7.47,0,1.636,0
10/15/2019,11:30, ,0,Pellicer Creek,0,6.1,69.8,0,4.73,0,7.37,0,-40.1,27.181,0,44.0565,0,28.37,0,10.05,0,1.96,7.71,0,1.647,0
10/15/2019,11:45, ,0,Pellicer Creek,0,6.1,70.9,0,4.79,0,7.38,0,-41.1,27.237,0,44.227,0,28.49,0,9.75,0,1.85,7.28,0,1.657,0
10/15/2019,12:00, ,0,Pellicer Creek,0,6,72.1,0,4.86,0,7.4,0,-42,27.35,0,44.4226,0,28.63,0,10.04,0,2.32,9.18,0,1.663,0
10/15/2019,12:15, ,0,Pellicer Creek,0,6.1,73.3,0,4.94,0,7.41,0,-42.9,27.431,0,44.6289,0,28.77,0,9.34,0,2.18,8.63,0,1.664,0
10/15/2019,12:30, ,0,Pellicer Creek,0,6.1,73.9,0,4.97,0,7.42,0,-43.1,27.519,0,44.6178,0,28.76,0,12.33,0,2.38,9.44,0,1.658,0
10/15/2019,12:45, ,0,Pellicer Creek,0,6.1,72.1,0,4.85,0,7.41,0,-42.5,27.517,0,44.6397,0,28.78,0,7.42,0,2.37,9.39,0,1.646,0
10/15/2019,13:00, ,0,Pellicer Creek,0,6,65.4,0,4.39,0,7.38,0,-40.9,27.467,0,44.7915,0,28.89,0,8.2,0,1.98,7.81,0,1.632,0
10/15/2019,13:15, ,0,Pellicer Creek,0,6.1,68.5,0,4.61,0,7.39,0,-41.5,27.485,0,44.7133,0,28.83,0,7.68,0,2.25,8.9,0,1.613,0
10/15/2019,13:30, ,0,Pellicer Creek,0,6.1,72.1,0,4.85,0,7.4,0,-41.9,27.428,0,44.5319,0,28.7,0,7.49,0,2.6,10.31,0,1.595,0
10/15/2019,13:45, ,0,Pellicer Creek,0,6,72.3,0,4.88,0,7.38,0,-40.7,27.426,0,44.006,0,28.32,0,8.59,0,2.9,11.52,0,1.578,0
10/15/2019,14:00, ,0,Pellicer Creek,0,6,72,0,4.86,0,7.37,0,-40.1,27.427,0,43.9081,0,28.25,0,7.68,0,2.68,10.63,0,1.562,0
10/15/2019,14:15, ,0,Pellicer Creek,0,6,71.2,0,4.81,0,7.35,0,-39.3,27.401,0,43.5823,0,28.02,0,8.7,0,2.95,11.72,0,1.548,0
10/15/2019,14:30, ,0,Pellicer Creek,0,6,70.5,0,4.79,0,7.31,0,-36.9,27.372,0,42.6,0,27.32,0,7.52,0,2.99,11.88,0,1.532,0
10/15/2019,14:45, ,0,Pellicer Creek,0,6,68.4,0,4.66,0,7.29,0,-35.6,27.269,0,42.4001,0,27.18,0,7.97,0,2.89,11.5,0,1.514,0
10/15/2019,15:00, ,0,Pellicer Creek,0,6,66.9,0,4.59,0,7.24,0,-32.6,27.196,0,41.1984,0,26.32,0,7.88,0,2.98,11.84,0,1.496,0
10/15/2019,15:15, ,0,Pellicer Creek,0,6,65.9,0,4.53,0,7.21,0,-31,27.159,0,40.4904,0,25.82,0,8.56,0,3.1,12.34,0,1.477,0
10/15/2019,15:30, ,0,Pellicer Creek,0,6,65.8,0,4.54,0,7.18,0,-29.3,27.166,0,39.6526,0,25.23,0,8.57,0,3.24,12.89,0,1.461,0
10/15/2019,15:45, ,0,Pellicer Creek,0,6,65.3,0,4.52,0,7.16,0,-27.8,27.131,0,38.5359,0,24.44,0,8.34,0,3.12,12.42,0,1.443,0
10/15/2019,16:00, ,0,Pellicer Creek,0,6,65,0,4.54,0,7.12,0,-25.8,27.09,0,36.7426,0,23.18,0,7.14,0,3.2,12.74,0,1.426,0
10/15/2019,16:15, ,0,Pellicer Creek,0,6,65,0,4.58,0,7.1,0,-24.1,27.04,0,35.0601,0,22.01,0,7.34,0,3.26,13,0,1.408,0
10/15/2019,16:30, ,0,Pellicer Creek,0,6,64.3,0,4.55,0,7.07,0,-22.6,26.966,0,33.8474,0,21.17,0,7.24,0,3.28,13.07,0,1.39,0
10/15/2019,16:45, ,0,Pellicer Creek,0,6,64.3,0,4.58,0,7.05,0,-21.3,26.916,0,32.4951,0,20.24,0,6.51,0,3.18,12.64,0,1.37,0
10/15/2019,17:00, ,0,Pellicer Creek,0,6,63.1,0,4.52,0,7.04,0,-20.4,26.839,0,31.3961,0,19.49,0,6.38,0,3.16,12.57,0,1.352,0
10/15/2019,17:15, ,0,Pellicer Creek,0,6,61.6,0,4.44,0,7.02,0,-19.4,26.753,0,30.3085,0,18.75,0,6.99,0,2.97,11.81,0,1.333,0
10/15/2019,17:30, ,0,Pellicer Creek,0,6,60.6,0,4.39,0,7,0,-18.6,26.687,0,29.3464,0,18.1,0,6.42,0,2.95,11.73,0,1.312,0
10/15/2019,17:45, ,0,Pellicer Creek,0,6,59.7,0,4.34,0,6.99,0,-17.8,26.615,0,28.3267,0,17.41,0,5.98,0,2.79,11.06,0,1.292,0
10/15/2019,18:00, ,0,Pellicer Creek,0,6,58.7,0,4.29,0,6.98,0,-17.2,26.557,0,27.3509,0,16.75,0,5.85,0,2.59,10.29,0,1.272,0
10/15/2019,18:15, ,0,Pellicer Creek,0,6,57.8,0,4.24,0,6.97,0,-16.7,26.506,0,26.5366,0,16.21,0,5.57,0,2.6,10.3,0,1.257,0
10/15/2019,18:30, ,0,Pellicer Creek,0,6,57,0,4.2,0,6.96,0,-16.2,26.453,0,25.7615,0,15.69,0,5.57,0,2.56,10.17,0,1.242,0
10/15/2019,18:45, ,0,Pellicer Creek,0,6,56.1,0,4.15,0,6.96,0,-15.7,26.397,0,25.0126,0,15.19,0,5.21,0,2.41,9.55,0,1.229,0
10/15/2019,19:00, ,0,Pellicer Creek,0,6,55.4,0,4.1,0,6.95,0,-15.5,26.406,0,25.0817,0,15.24,0,5.08,0,2.38,9.44,0,1.223,0
10/15/2019,19:15, ,0,Pellicer Creek,0,6,54.8,0,4.06,0,6.95,0,-15.3,26.394,0,24.7022,0,14.99,0,4.7,0,2.4,9.51,0,1.222,0
10/15/2019,19:30, ,0,Pellicer Creek,0,6,52.5,0,3.89,0,6.95,0,-15.5,26.399,0,24.8567,0,15.09,0,4.54,0,2.08,8.23,0,1.232,0
10/15/2019,19:45, ,0,Pellicer Creek,0,6,55.2,0,4.08,0,6.95,0,-15.4,26.414,0,25.0391,0,15.21,0,4.63,0,2.31,9.13,0,1.25,0
10/15/2019,20:00, ,0,Pellicer Creek,0,6,55.4,0,4.09,0,6.95,0,-15.4,26.415,0,25.3169,0,15.39,0,4.64,0,2.46,9.73,0,1.275,0
10/15/2019,20:15, ,0,Pellicer Creek,0,6,57.1,0,4.2,0,6.97,0,-16.3,26.409,0,26.4499,0,16.15,0,4.92,0,2.55,10.13,0,1.297,0
10/15/2019,20:30, ,0,Pellicer Creek,0,6,57.7,0,4.21,0,6.98,0,-17.2,26.443,0,28.4951,0,17.53,0,5.66,0,2.44,9.68,0,1.32,0
10/15/2019,20:45, ,0,Pellicer Creek,0,6,60.3,0,4.4,0,7.01,0,-18.7,26.347,0,28.7958,0,17.73,0,5.86,0,2.49,9.85,0,1.342,0
