Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,Turb,F_Turb,ChlorophyllRFU,ChlFluor,F_ChlFluor,Depth,F_Depth
08/29/2019,11:00, ,0,Pellicer Creek,0,6.2,63.2,<0> (CND),4.04,<0> (CND),7.51,<0> (CND),-45.7,30.193,<0> (CND),46.1423,<0> (CND),29.78,<0> (CND),13.47,<0> (CND),2.61,10.7,<0> (CND),1.698,<0> (CND)
08/29/2019,11:15, ,0,Pellicer Creek,0,6.2,63.5,0,4.06,0,7.5,0,-45.4,30.178,0,46.0863,0,29.74,0,12.95,0,2.54,10.41,0,1.671,0
08/29/2019,11:30, ,0,Pellicer Creek,0,6.2,63.3,0,4.06,0,7.47,0,-43.1,30.309,0,45.3945,0,29.24,0,16.83,0,2.58,10.59,0,1.647,0
08/29/2019,11:45, ,0,Pellicer Creek,0,6.2,63,0,4.04,0,7.44,0,-41.6,30.421,0,45.0624,0,29,0,14.02,0,2.66,10.89,0,1.63,0
08/29/2019,12:00, ,0,Pellicer Creek,0,6.2,62.4,0,4,0,7.41,0,-39.6,30.487,0,44.4918,0,28.58,0,19.74,0,2.67,10.96,0,1.61,0
08/29/2019,12:15, ,0,Pellicer Creek,0,6.2,60.9,0,3.91,0,7.36,0,-36.8,30.568,0,43.7003,0,28.01,0,13.92,0,2.68,10.97,0,1.59,0
08/29/2019,12:30, ,0,Pellicer Creek,0,6.2,62.6,0,4.02,0,7.3,0,-33.1,30.952,0,42.005,0,26.79,0,18.32,0,2.83,11.59,0,1.573,0
08/29/2019,12:45, ,0,Pellicer Creek,0,6.2,63.4,0,4.08,0,7.26,0,-30.6,31.189,0,40.8297,0,25.95,0,14.63,0,2.91,11.9,0,1.551,0
08/29/2019,13:00, ,0,Pellicer Creek,0,6.2,62.2,0,4.02,0,7.22,0,-28,31.186,0,39.3351,0,24.9,0,16.52,0,2.96,12.13,0,1.528,0
08/29/2019,13:15, ,0,Pellicer Creek,0,6.2,60.2,0,3.9,0,7.2,0,-26.9,31.076,0,39.0048,0,24.67,0,19.02,0,2.97,12.16,0,1.503,0
08/29/2019,13:30, ,0,Pellicer Creek,0,6.2,62.3,0,4.05,0,7.15,0,-24.2,31.386,0,36.9046,0,23.19,0,15.3,0,2.97,12.17,0,1.482,0
08/29/2019,13:45, ,0,Pellicer Creek,0,6.2,61.5,0,4.02,0,7.12,0,-22.3,31.424,0,35.4009,0,22.14,0,13.64,0,3.09,12.65,0,1.457,0
08/29/2019,14:00, ,0,Pellicer Creek,0,6.2,60.9,0,4,0,7.09,0,-20.6,31.49,0,34.0021,0,21.17,0,13.81,0,3.07,12.55,0,1.43,0
08/29/2019,14:15, ,0,Pellicer Creek,0,6.2,60.5,0,3.99,0,7.07,0,-19,31.528,0,32.5948,0,20.21,0,13.47,0,3.16,12.91,0,1.406,0
08/29/2019,14:30, ,0,Pellicer Creek,0,6.2,59.8,0,3.96,0,7.05,0,-18.1,31.625,0,31.3073,0,19.32,0,13.15,0,3.24,13.22,0,1.379,0
08/29/2019,14:45, ,0,Pellicer Creek,0,6.2,58.7,0,3.9,0,7.04,0,-17.3,31.559,0,30.1124,0,18.51,0,13.33,0,3.19,13.02,0,1.35,0
