Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Turb,F_Turb,Depth,F_Depth
08/13/2019,12:00, ,0,Fort Matanzas,0,6,30.772,0,52.5343,0,34.43,0,75.3,0,4.65,0,7.82,0,-69,5.77,0,1.807,0
08/13/2019,12:15, ,0,Fort Matanzas,0,6,30.729,0,52.4393,0,34.36,0,74.9,0,4.63,0,7.81,0,-68.4,5.57,0,1.763,0
08/13/2019,12:30, ,0,Fort Matanzas,0,6,30.856,0,52.3495,0,34.29,0,81,0,5,0,7.83,0,-69.6,5.14,0,1.72,0
08/13/2019,12:45, ,0,Fort Matanzas,0,6,30.684,0,52.4813,0,34.4,0,75.2,0,4.66,0,7.8,0,-67.9,5.33,0,1.678,0
08/13/2019,13:00, ,0,Fort Matanzas,0,6,30.794,0,52.6527,0,34.52,0,75.7,0,4.68,0,7.81,0,-68.4,5.71,0,1.639,0
08/13/2019,13:15, ,0,Fort Matanzas,0,6,30.999,0,52.9363,0,34.72,0,79.8,0,4.91,0,7.83,0,-69.5,5.99,0,1.601,0
08/13/2019,13:30, ,0,Fort Matanzas,0,6,31.163,0,53.0073,0,34.77,0,82.8,0,5.08,0,7.84,0,-70.2,6.11,0,1.563,0
08/13/2019,13:45, ,0,Fort Matanzas,0,6,31.079,0,52.9678,0,34.74,0,83.1,0,5.11,0,7.84,0,-69.9,6.13,0,1.534,0
08/13/2019,14:00, ,0,Fort Matanzas,0,6,31.238,0,53.0669,0,34.81,0,87.2,0,5.34,0,7.86,0,-71.3,6.24,0,1.518,0
08/13/2019,14:15, ,0,Fort Matanzas,0,6,31.006,0,53.3533,0,35.03,0,82.9,0,5.09,0,7.86,0,-71.5,7.93,0,1.505,0
08/13/2019,14:30, ,0,Fort Matanzas,0,6,30.781,0,53.5874,0,35.21,0,85.3,0,5.25,0,7.89,0,-72.9,9.23,0,1.528,0
08/13/2019,14:45, ,0,Fort Matanzas,0,6,30.525,0,54.0973,0,35.6,0,99.2,0,6.12,0,7.97,0,-77.9,10.77,0,1.556,0
08/13/2019,15:00, ,0,Fort Matanzas,0,6,30.442,0,53.9637,0,35.5,0,103.1,0,6.37,0,8,0,-79.3,7.53,0,1.592,0
08/13/2019,15:15, ,0,Fort Matanzas,0,6,30.411,0,53.9205,0,35.47,0,104.4,0,6.45,0,8.01,0,-79.8,5.84,0,1.64,0
08/13/2019,15:30, ,0,Fort Matanzas,0,6,30.59,0,53.3948,0,35.08,0,103.7,0,6.4,0,7.99,0,-79,6.58,0,1.691,0
08/13/2019,15:45, ,0,Fort Matanzas,0,6,30.594,0,53.4427,0,35.11,0,104.2,0,6.43,0,8,0,-79.2,6.16,0,1.752,0
08/13/2019,16:00, ,0,Fort Matanzas,0,6,30.688,0,53.2493,0,34.97,0,103.6,0,6.39,0,7.99,0,-78.7,6.76,0,1.823,0
08/13/2019,16:15, ,0,Fort Matanzas,0,6,30.574,0,53.4404,0,35.11,0,103.2,0,6.38,0,7.99,0,-78.9,5.55,0,1.905,0
08/13/2019,16:30, ,0,Fort Matanzas,0,6,30.341,0,53.7034,0,35.31,0,102.3,0,6.34,0,8,0,-79.4,6.21,0,1.986,0
08/13/2019,16:45, ,0,Fort Matanzas,0,6,30.256,0,53.8379,0,35.42,0,102.1,0,6.33,0,8,0,-79.5,5.06,0,2.06,0
08/13/2019,17:00, ,0,Fort Matanzas,0,6,30.261,0,53.9625,0,35.51,0,102.4,0,6.34,0,8.01,0,-79.8,3.77,0,2.135,0
08/13/2019,17:15, ,0,Fort Matanzas,0,6,30.369,0,54.0162,0,35.55,0,102.2,0,6.32,0,8,0,-79.6,4.35,0,2.207,0
08/13/2019,17:30, ,0,Fort Matanzas,0,6,30.46,0,54.0488,0,35.57,0,100.9,0,6.23,0,8,0,-79.6,3.16,0,2.274,0
08/13/2019,17:45, ,0,Fort Matanzas,0,6,30.694,0,54.2491,0,35.71,0,101.7,0,6.25,0,8.01,0,-79.9,2.51,0,2.338,0
08/13/2019,18:00, ,0,Fort Matanzas,0,6,30.79,0,54.4061,0,35.82,0,101.8,0,6.24,0,8.02,0,-80.7,2.42,0,2.405,0
08/13/2019,18:15, ,0,Fort Matanzas,0,6,30.768,0,54.4006,0,35.82,0,98,0,6.01,0,8,0,-79.7,2.17,0,2.471,0
08/13/2019,18:30, ,0,Fort Matanzas,0,6,30.752,0,54.4146,0,35.83,0,92.2,0,5.66,0,7.99,0,-78.9,1.81,0,2.524,0
08/13/2019,18:45, ,0,Fort Matanzas,0,6,30.748,0,54.449,0,35.85,0,79.7,0,4.89,0,7.96,0,-76.9,1.74,0,2.575,0
08/13/2019,19:00, ,0,Fort Matanzas,0,6,30.721,0,54.5282,0,35.91,0,87.8,0,5.39,0,7.98,0,-78.4,1.93,0,2.618,0
08/13/2019,19:15, ,0,Fort Matanzas,0,6,30.73,0,54.526,0,35.91,0,98.3,0,6.03,0,8.01,0,-80.4,2.21,0,2.653,0
08/13/2019,19:30, ,0,Fort Matanzas,0,6,30.774,0,54.4247,0,35.83,0,103.5,0,6.35,0,8.02,0,-80.9,2.25,0,2.693,0
08/13/2019,19:45, ,0,Fort Matanzas,0,6,30.757,0,54.2848,0,35.73,0,104.7,0,6.43,0,8.02,0,-80.6,2.99,0,2.72,0
08/13/2019,20:00, ,0,Fort Matanzas,0,6,30.49,0,53.9296,0,35.48,0,101.5,0,6.26,0,8,0,-79.2,3.31,0,2.739,0
08/13/2019,20:15, ,0,Fort Matanzas,0,6,30.467,0,53.5049,0,35.16,0,101,0,6.25,0,7.98,0,-78.1,4.12,0,2.747,0
08/13/2019,20:30, ,0,Fort Matanzas,0,6,30.664,0,53.4121,0,35.09,0,99.7,0,6.15,0,7.96,0,-77.2,3.76,0,2.736,0
08/13/2019,20:45, ,0,Fort Matanzas,0,6,31.165,0,53.1166,0,34.85,0,93.1,0,5.71,0,7.89,0,-73.1,5.83,0,2.707,0
08/13/2019,21:00, ,0,Fort Matanzas,0,6,31.404,0,52.7344,0,34.56,0,91.9,0,5.62,0,7.87,0,-71.7,6.45,0,2.665,0
08/13/2019,21:15, ,0,Fort Matanzas,0,6,31.558,0,52.4563,0,34.35,0,92.7,0,5.66,0,7.86,0,-71.3,7.28,0,2.621,0
08/13/2019,21:30, ,0,Fort Matanzas,0,6,31.66,0,52.2762,0,34.21,0,92.7,0,5.65,0,7.84,0,-70.5,7.91,0,2.579,0
08/13/2019,21:45, ,0,Fort Matanzas,0,6,31.701,0,52.1654,0,34.13,0,91.7,0,5.59,0,7.84,0,-70.1,8.83,0,2.536,0
08/13/2019,22:00, ,0,Fort Matanzas,0,6,31.844,0,51.8188,0,33.87,0,91.2,0,5.56,0,7.82,0,-69.1,9.8,0,2.477,0
08/13/2019,22:15, ,0,Fort Matanzas,0,6,31.896,0,51.5931,0,33.7,0,90.8,0,5.54,0,7.81,0,-68.4,10.01,0,2.421,0
08/13/2019,22:30, ,0,Fort Matanzas,0,6,31.888,0,51.4615,0,33.6,0,90,0,5.49,0,7.8,0,-67.9,9.64,0,2.359,0
08/13/2019,22:45, ,0,Fort Matanzas,0,6,31.882,0,51.3673,0,33.53,0,89.1,0,5.44,0,7.79,0,-67.4,9.56,0,2.304,0
08/13/2019,23:00, ,0,Fort Matanzas,0,6,31.822,0,51.4002,0,33.56,0,87.3,0,5.33,0,7.79,0,-67.1,11.48,0,2.249,0
08/13/2019,23:15, ,0,Fort Matanzas,0,6,31.763,0,51.4098,0,33.57,0,87.5,0,5.35,0,7.79,0,-67,8.91,0,2.191,0
08/13/2019,23:30, ,0,Fort Matanzas,0,6,31.529,0,51.8337,0,33.89,0,83.1,0,5.09,0,7.79,0,-67.2,7.56,0,2.139,0
08/13/2019,23:45, ,0,Fort Matanzas,0,5.9,31.289,0,52.1293,0,34.12,0,82.8,0,5.08,0,7.8,0,-68,6.74,0,2.088,0
08/14/2019,00:00, ,0,Fort Matanzas,0,5.9,31.232,0,52.1422,0,34.13,0,80.5,0,4.95,0,7.79,0,-67,6.1,0,2.035,0
08/14/2019,00:15, ,0,Fort Matanzas,0,5.9,31.24,0,52.3242,0,34.26,0,75.3,0,4.62,0,7.79,0,-66.9,4.37,0,1.985,0
08/14/2019,00:30, ,0,Fort Matanzas,0,5.9,31.305,0,52.2213,0,34.18,0,71.4,0,4.38,0,7.78,0,-66.3,4.05,0,1.935,0
08/14/2019,00:45, ,0,Fort Matanzas,0,5.9,31.398,0,51.9961,0,34.01,0,79.2,0,4.85,0,7.79,0,-67.3,5.89,0,1.884,0
08/14/2019,01:00, ,0,Fort Matanzas,0,5.9,31.455,0,52.0371,0,34.04,0,79.3,0,4.86,0,7.79,0,-67.3,5.35,0,1.842,0
08/14/2019,01:15, ,0,Fort Matanzas,0,5.9,31.486,0,51.9055,0,33.94,0,82.9,0,5.08,0,7.79,0,-67.3,5.34,0,1.797,0
08/14/2019,01:30, ,0,Fort Matanzas,0,5.9,31.372,0,52.2634,0,34.21,0,79.6,0,4.88,0,7.8,0,-68,5.34,0,1.756,0
08/14/2019,01:45, ,0,Fort Matanzas,0,5.9,31.287,0,52.4096,0,34.32,0,77.9,0,4.78,0,7.8,0,-67.7,5.96,0,1.72,0
08/14/2019,02:00, ,0,Fort Matanzas,0,5.9,31.288,0,52.3627,0,34.29,0,78.9,0,4.84,0,7.8,0,-67.8,5.4,0,1.682,0
08/14/2019,02:15, ,0,Fort Matanzas,0,5.9,31.206,0,52.2528,0,34.21,0,78.3,0,4.81,0,7.79,0,-67.4,5.55,0,1.648,0
08/14/2019,02:30, ,0,Fort Matanzas,0,5.9,30.951,0,52.597,0,34.47,0,75.2,0,4.63,0,7.79,0,-66.8,5.27,0,1.622,0
08/14/2019,02:45, ,0,Fort Matanzas,0,5.9,30.854,0,52.9423,0,34.73,0,72.7,0,4.48,0,7.78,0,-66.7,5.45,0,1.607,0
08/14/2019,03:00, ,0,Fort Matanzas,0,5.9,30.652,0,53.3014,0,35.01,0,68.8,0,4.25,0,7.78,0,-66.3,6.96,0,1.588,0
08/14/2019,03:15, ,0,Fort Matanzas,0,5.9,30.469,0,53.5576,0,35.2,0,67.4,0,4.17,0,7.78,0,-66.7,7.93,0,1.581,0
08/14/2019,03:30, ,0,Fort Matanzas,0,5.9,30.155,0,53.9642,0,35.51,0,77,0,4.77,0,7.87,0,-71.5,10.9,0,1.598,0
08/14/2019,03:45, ,0,Fort Matanzas,0,5.9,29.907,0,54.0257,0,35.57,0,77.8,0,4.85,0,7.88,0,-72.3,7.8,0,1.631,0
08/14/2019,04:00, ,0,Fort Matanzas,0,5.9,29.84,0,54.1172,0,35.64,0,84.5,0,5.27,0,7.93,0,-75.2,6.04,0,1.669,0
08/14/2019,04:15, ,0,Fort Matanzas,0,5.9,29.808,0,54.2159,0,35.71,0,85.9,0,5.35,0,7.95,0,-76.2,4.94,0,1.738,0
08/14/2019,04:30, ,0,Fort Matanzas,0,5.9,29.923,0,53.8896,0,35.47,0,86.2,0,5.37,0,7.95,0,-76.3,5.98,0,1.783,0
08/14/2019,04:45, ,0,Fort Matanzas,0,5.9,29.86,0,53.9131,0,35.49,0,85.8,0,5.35,0,7.95,0,-76.3,5.32,0,1.824,0
08/14/2019,05:00, ,0,Fort Matanzas,0,5.9,29.872,0,53.8681,0,35.45,0,85.4,0,5.32,0,7.95,0,-76.1,5.06,0,1.88,0
08/14/2019,05:15, ,0,Fort Matanzas,0,5.9,29.881,0,53.8582,0,35.45,0,85.2,0,5.31,0,7.94,0,-76.1,4.53,0,1.952,0
08/14/2019,05:30, ,0,Fort Matanzas,0,5.9,29.856,0,53.9046,0,35.48,0,84.8,0,5.29,0,7.94,0,-76.1,4.33,0,2.023,0
08/14/2019,05:45, ,0,Fort Matanzas,0,5.9,29.856,0,53.8614,0,35.45,0,84.1,0,5.25,0,7.94,0,-75.9,3.84,0,2.098,0
08/14/2019,06:00, ,0,Fort Matanzas,0,5.9,29.862,0,53.8115,0,35.41,0,82.9,0,5.17,0,7.94,0,-75.6,3.94,0,2.156,0
08/14/2019,06:15, ,0,Fort Matanzas,0,5.9,29.825,0,53.889,0,35.47,0,82.1,0,5.12,0,7.93,0,-75.4,3.46,0,2.206,0
08/14/2019,06:30, ,0,Fort Matanzas,0,5.9,29.8,0,53.9018,0,35.48,0,82,0,5.12,0,7.93,0,-75.4,3.47,0,2.248,0
08/14/2019,06:45, ,0,Fort Matanzas,0,5.9,29.802,0,53.9713,0,35.53,0,81.1,0,5.06,0,7.94,0,-75.5,3.5,0,2.295,0
08/14/2019,07:00, ,0,Fort Matanzas,0,5.9,29.79,0,54.0321,0,35.58,0,76.2,0,4.75,0,7.92,0,-74.8,2.54,0,2.35,0
08/14/2019,07:15, ,0,Fort Matanzas,0,5.9,29.793,0,54.0334,0,35.58,0,47.3,0,2.95,0,7.86,0,-70.9,3.46,0,2.396,0
08/14/2019,07:30, ,0,Fort Matanzas,0,5.9,29.79,0,54.0149,0,35.56,0,82.4,0,5.14,0,7.95,0,-76.2,3.65,0,2.436,0
08/14/2019,07:45, ,0,Fort Matanzas,0,5.9,29.777,0,53.9636,0,35.53,0,84.9,0,5.3,0,7.95,0,-76.3,3.34,0,2.456,0
08/14/2019,08:00, ,0,Fort Matanzas,0,5.9,29.796,0,53.9094,0,35.49,0,84.6,0,5.28,0,7.94,0,-76,3.37,0,2.472,0
08/14/2019,08:15, ,0,Fort Matanzas,0,5.9,29.818,0,53.8476,0,35.44,0,83.5,0,5.21,0,7.94,0,-75.6,4.03,0,2.484,0
08/14/2019,08:30, ,0,Fort Matanzas,0,5.9,29.866,0,53.8175,0,35.42,0,84.9,0,5.29,0,7.94,0,-75.7,4.23,0,2.484,0
08/14/2019,08:45, ,0,Fort Matanzas,0,5.9,29.894,0,53.732,0,35.35,0,84.4,0,5.26,0,7.93,0,-75.3,4.5,0,2.467,0
08/14/2019,09:00, ,0,Fort Matanzas,0,5.9,29.972,0,53.7193,0,35.34,0,83.2,0,5.18,0,7.91,0,-74.2,5.1,0,2.432,0
08/14/2019,09:15, ,0,Fort Matanzas,0,5.9,30.272,0,53.3873,0,35.08,0,79.4,0,4.93,0,7.86,0,-71.4,5.44,0,2.401,0
08/14/2019,09:30, ,0,Fort Matanzas,0,5.9,30.465,0,53.1287,0,34.88,0,78.2,0,4.84,0,7.84,0,-70,6.05,0,2.361,0
08/14/2019,09:45, ,0,Fort Matanzas,0,5.9,30.588,0,52.9472,0,34.74,0,77.4,0,4.79,0,7.82,0,-69.1,6.61,0,2.325,0
08/14/2019,10:00, ,0,Fort Matanzas,0,5.9,30.66,0,52.8366,0,34.66,0,76.8,0,4.75,0,7.82,0,-68.7,6.91,0,2.283,0
08/14/2019,10:15, ,0,Fort Matanzas,0,5.9,30.762,0,52.6672,0,34.53,0,76.3,0,4.72,0,7.8,0,-67.8,6.99,0,2.234,0
08/14/2019,10:30, ,0,Fort Matanzas,0,5.9,30.851,0,52.4817,0,34.39,0,76,0,4.69,0,7.79,0,-67.2,7.52,0,2.181,0
08/14/2019,10:45, ,0,Fort Matanzas,0,5.9,30.932,0,52.3851,0,34.32,0,76.2,0,4.7,0,7.79,0,-66.9,7.7,0,2.125,0
08/14/2019,11:00, ,0,Fort Matanzas,0,5.9,31.024,0,52.6555,0,34.51,0,80.6,0,4.96,0,7.82,0,-68.7,7.21,0,2.068,0
08/14/2019,11:15, ,0,Fort Matanzas,0,5.9,31.116,0,53.0383,0,34.79,0,84,0,5.15,0,7.85,0,-70.7,7.47,0,2.015,0
08/14/2019,11:30, ,0,Fort Matanzas,0,5.9,31.248,0,53.1427,0,34.87,0,85.6,0,5.24,0,7.86,0,-71.3,7.74,0,1.966,0
08/14/2019,11:45, ,0,Fort Matanzas,0,5.9,31.431,0,53.3419,0,35.01,0,88.9,0,5.42,0,7.88,0,-72.4,9.54,0,1.915,0
08/14/2019,12:00, ,0,Fort Matanzas,0,5.9,31.223,0,53.1709,0,34.89,0,78.1,0,4.78,0,7.83,0,-69.6,5.11,0,1.866,0
08/14/2019,12:15, ,0,Fort Matanzas,0,5.9,31.053,0,53.0286,0,34.79,0,71.2,0,4.37,0,7.79,0,-67.2,4.44,0,1.823,0
08/14/2019,12:30, ,0,Fort Matanzas,0,5.9,31.084,0,52.8883,0,34.68,0,80.1,0,4.92,0,7.82,0,-69,5.16,0,1.778,0
08/14/2019,12:45, ,0,Fort Matanzas,0,5.9,30.995,0,52.7208,0,34.56,0,77.9,0,4.8,0,7.8,0,-67.5,4.97,0,1.736,0
08/14/2019,13:00, ,0,Fort Matanzas,0,5.9,30.948,0,52.8532,0,34.66,0,77.4,0,4.76,0,7.8,0,-67.7,5.35,0,1.695,0
08/14/2019,13:15, ,0,Fort Matanzas,0,5.9,30.991,0,52.8836,0,34.68,0,78.8,0,4.85,0,7.8,0,-67.9,5.22,0,1.654,0
08/14/2019,13:30, ,0,Fort Matanzas,0,5.9,31.113,0,53.148,0,34.87,0,79.5,0,4.88,0,7.81,0,-68.5,7.52,0,1.611,0
08/14/2019,13:45, ,0,Fort Matanzas,0,5.9,31.087,0,53.1617,0,34.89,0,81,0,4.97,0,7.82,0,-69,5.87,0,1.565,0
08/14/2019,14:00, ,0,Fort Matanzas,0,5.9,31.291,0,53.3757,0,35.04,0,82.5,0,5.04,0,7.83,0,-69.3,6.73,0,1.533,0
08/14/2019,14:15, ,0,Fort Matanzas,0,5.9,31.3,0,53.4147,0,35.07,0,83.5,0,5.1,0,7.83,0,-69.7,7.13,0,1.498,0
08/14/2019,14:30, ,0,Fort Matanzas,0,5.9,31.252,0,53.4959,0,35.13,0,85.6,0,5.23,0,7.85,0,-70.8,7.14,0,1.467,0
08/14/2019,14:45, ,0,Fort Matanzas,0,5.9,31.295,0,53.5617,0,35.17,0,86,0,5.25,0,7.85,0,-71,8.04,0,1.441,0
08/14/2019,15:00, ,0,Fort Matanzas,0,5.8,31.045,0,53.7897,0,35.35,0,88.5,0,5.42,0,7.88,0,-72.6,8.54,0,1.445,0
08/14/2019,15:15, ,0,Fort Matanzas,0,5.9,30.616,0,54.1264,0,35.62,0,94.5,0,5.81,0,7.93,0,-75.5,8.89,0,1.45,0
08/14/2019,15:30, ,0,Fort Matanzas,0,5.9,30.54,0,54.044,0,35.56,0,97.4,0,6,0,7.95,0,-76.6,11.5,0,1.467,0
08/14/2019,15:45, ,0,Fort Matanzas,0,5.8,30.444,0,53.7142,0,35.32,0,97.3,0,6.01,0,7.95,0,-76.5,6.91,0,1.502,0
08/14/2019,16:00, ,0,Fort Matanzas,0,5.8,30.663,0,53.3911,0,35.07,0,97.4,0,6.01,0,7.94,0,-76,6.34,0,1.539,0
08/14/2019,16:15, ,0,Fort Matanzas,0,5.8,30.909,0,52.5592,0,34.45,0,95.3,0,5.88,0,7.92,0,-74.6,6.85,0,1.587,0
08/14/2019,16:30, ,0,Fort Matanzas,0,5.8,31.175,0,52.0066,0,34.03,0,94.4,0,5.81,0,7.9,0,-73.7,8.1,0,1.635,0
08/14/2019,16:45, ,0,Fort Matanzas,0,5.8,31.206,0,51.9979,0,34.02,0,94.7,0,5.82,0,7.9,0,-73.7,8.13,0,1.695,0
08/14/2019,17:00, ,0,Fort Matanzas,0,5.8,30.982,0,52.4162,0,34.34,0,95,0,5.85,0,7.91,0,-74.5,7.28,0,1.769,0
08/14/2019,17:15, ,0,Fort Matanzas,0,5.8,30.689,0,52.862,0,34.68,0,94.8,0,5.86,0,7.93,0,-75.3,6.81,0,1.853,0
08/14/2019,17:30, ,0,Fort Matanzas,0,5.8,30.35,0,53.313,0,35.02,0,94.4,0,5.86,0,7.94,0,-76.2,5.81,0,1.942,0
08/14/2019,17:45, ,0,Fort Matanzas,0,5.8,30.092,0,53.583,0,35.23,0,94.1,0,5.86,0,7.95,0,-76.4,4.66,0,2.012,0
08/14/2019,18:00, ,0,Fort Matanzas,0,5.8,29.96,0,53.71,0,35.33,0,93.6,0,5.83,0,7.95,0,-76.7,4.46,0,2.081,0
08/14/2019,18:15, ,0,Fort Matanzas,0,5.8,29.916,0,53.8664,0,35.45,0,93.3,0,5.81,0,7.96,0,-77,3.46,0,2.16,0
08/14/2019,18:30, ,0,Fort Matanzas,0,5.8,29.822,0,54.046,0,35.59,0,92.5,0,5.77,0,7.96,0,-77.3,3.13,0,2.241,0
08/14/2019,18:45, ,0,Fort Matanzas,0,5.8,29.699,0,54.1444,0,35.66,0,90.4,0,5.65,0,7.96,0,-77,2.58,0,2.316,0
08/14/2019,19:00, ,0,Fort Matanzas,0,5.8,29.616,0,54.213,0,35.72,0,89.9,0,5.62,0,7.96,0,-76.9,2.38,0,2.395,0
08/14/2019,19:15, ,0,Fort Matanzas,0,5.8,29.534,0,54.3931,0,35.85,0,89.7,0,5.61,0,7.96,0,-77.2,2.47,0,2.451,0
08/14/2019,19:30, ,0,Fort Matanzas,0,5.8,29.449,0,54.4787,0,35.92,0,88.9,0,5.57,0,7.96,0,-77.2,2.35,0,2.498,0
08/14/2019,19:45, ,0,Fort Matanzas,0,5.8,29.396,0,54.5292,0,35.96,0,88,0,5.51,0,7.97,0,-77.2,2.13,0,2.545,0
08/14/2019,20:00, ,0,Fort Matanzas,0,5.8,29.383,0,54.508,0,35.95,0,67.2,0,4.21,0,7.91,0,-74.2,2.07,0,2.588,0
08/14/2019,20:15, ,0,Fort Matanzas,0,5.8,29.379,0,54.5556,0,35.98,0,83.8,0,5.25,0,7.95,0,-76.6,3.01,0,2.635,0
08/14/2019,20:30, ,0,Fort Matanzas,0,5.8,29.477,0,54.4542,0,35.9,0,90.8,0,5.68,0,7.97,0,-77.6,2.65,0,2.669,0
08/14/2019,20:45, ,0,Fort Matanzas,0,5.8,29.693,0,54.24,0,35.74,0,92,0,5.74,0,7.97,0,-77.4,3.24,0,2.676,0
08/14/2019,21:00, ,0,Fort Matanzas,0,5.8,30.017,0,53.7218,0,35.34,0,92.3,0,5.74,0,7.95,0,-76.5,3.36,0,2.675,0
08/14/2019,21:15, ,0,Fort Matanzas,0,5.8,30.574,0,53.0728,0,34.84,0,91.8,0,5.68,0,7.92,0,-74.8,5.09,0,2.654,0
08/14/2019,21:30, ,0,Fort Matanzas,0,5.8,30.755,0,53.2709,0,34.98,0,88.4,0,5.45,0,7.88,0,-72.6,6.79,0,2.608,0
08/14/2019,21:45, ,0,Fort Matanzas,0,5.8,30.901,0,53.123,0,34.86,0,87.2,0,5.36,0,7.86,0,-71.5,6.56,0,2.566,0
08/14/2019,22:00, ,0,Fort Matanzas,0,5.8,31.134,0,52.8954,0,34.69,0,87.1,0,5.35,0,7.84,0,-70.1,7.76,0,2.521,0
08/14/2019,22:15, ,0,Fort Matanzas,0,5.8,31.222,0,52.6822,0,34.53,0,87.1,0,5.34,0,7.83,0,-69.5,9.17,0,2.479,0
08/14/2019,22:30, ,0,Fort Matanzas,0,5.8,31.326,0,52.4469,0,34.35,0,86.3,0,5.29,0,7.81,0,-68.5,9.4,0,2.428,0
08/14/2019,22:45, ,0,Fort Matanzas,0,5.8,31.384,0,52.2643,0,34.21,0,85.7,0,5.25,0,7.8,0,-67.8,9.61,0,2.365,0
08/14/2019,23:00, ,0,Fort Matanzas,0,5.8,31.373,0,52.1691,0,34.14,0,85.2,0,5.22,0,7.79,0,-67.3,9.81,0,2.301,0
08/14/2019,23:15, ,0,Fort Matanzas,0,5.8,31.341,0,52.1027,0,34.09,0,84.2,0,5.17,0,7.79,0,-67.1,9.41,0,2.244,0
08/14/2019,23:30, ,0,Fort Matanzas,0,5.8,31.299,0,52.075,0,34.08,0,84,0,5.16,0,7.79,0,-66.9,8.56,0,2.183,0
08/14/2019,23:45, ,0,Fort Matanzas,0,5.8,31.166,0,52.1551,0,34.14,0,82.6,0,5.08,0,7.79,0,-67,8.46,0,2.131,0
08/15/2019,00:00, ,0,Fort Matanzas,0,5.8,31.096,0,52.1938,0,34.17,0,81.6,0,5.02,0,7.78,0,-66.7,8.05,0,2.08,0
08/15/2019,00:15, ,0,Fort Matanzas,0,5.8,30.706,0,52.527,0,34.43,0,79.7,0,4.93,0,7.81,0,-68,7.19,0,2.033,0
08/15/2019,00:30, ,0,Fort Matanzas,0,5.8,30.375,0,52.8228,0,34.66,0,77,0,4.78,0,7.81,0,-68.4,6.61,0,1.986,0
08/15/2019,00:45, ,0,Fort Matanzas,0,5.8,30.678,0,52.3993,0,34.34,0,75.7,0,4.68,0,7.79,0,-67,8.16,0,1.933,0
08/15/2019,01:00, ,0,Fort Matanzas,0,5.8,30.731,0,52.3849,0,34.32,0,76,0,4.7,0,7.78,0,-66.7,5.19,0,1.879,0
