Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,Turb,F_Turb,ChlorophyllRFU,ChlFluor,F_ChlFluor,Depth,F_Depth
07/15/2019,10:30, ,0,Pellicer Creek,0,6,42.2,<0> (CND),2.86,<0> (CND),7.29,<0> (CND),-61.9,30.625,<0> (CND),29.9767,<0> (CND),18.44,<0> (CND),17.19,<0> (CND),4.17,16.78,<0> (CND),1.232,<0> (CND)
07/15/2019,10:45, ,0,Pellicer Creek,0,6,39,0,2.63,0,7.29,0,-61.9,30.614,0,30.1263,0,18.55,0,17.36,0,4.05,16.32,0,1.214,0
07/15/2019,11:00, ,0,Pellicer Creek,0,6,43.6,0,2.95,0,7.31,0,-63.5,30.605,0,29.8658,0,18.37,0,15.61,0,4.29,17.28,0,1.196,0
07/15/2019,11:15, ,0,Pellicer Creek,0,6,45.4,0,3.08,0,7.32,0,-64.2,30.599,0,29.5236,0,18.14,0,16.33,0,4.4,17.71,0,1.176,0
07/15/2019,11:30, ,0,Pellicer Creek,0,6,37.5,0,2.54,0,7.29,0,-62.2,30.612,0,29.8345,0,18.35,0,15.82,0,4.21,16.96,0,1.157,0
07/15/2019,11:45, ,0,Pellicer Creek,0,6,39.8,0,2.7,0,7.29,0,-62.1,30.614,0,29.65,0,18.22,0,12.99,0,3.88,15.64,0,1.136,0
07/15/2019,12:00, ,0,Pellicer Creek,0,6,40.9,0,2.77,0,7.29,0,-61.9,30.615,0,29.2239,0,17.93,0,12.34,0,4.09,16.45,0,1.116,0
07/15/2019,12:15, ,0,Pellicer Creek,0,6,39.2,0,2.67,0,7.26,0,-60.3,30.607,0,28.2679,0,17.29,0,11.99,0,4,16.11,0,1.098,0
07/15/2019,12:30, ,0,Pellicer Creek,0,6,39.3,0,2.7,0,7.24,0,-59,30.568,0,25.3791,0,15.36,0,10.32,0,4.14,16.67,0,1.084,0
07/15/2019,12:45, ,0,Pellicer Creek,0,6,38.4,0,2.63,0,7.25,0,-60,30.587,0,26.966,0,16.42,0,10.52,0,4.41,17.75,0,1.066,0
07/15/2019,13:00, ,0,Pellicer Creek,0,6,40.9,0,2.8,0,7.27,0,-60.7,30.6,0,27.2658,0,16.62,0,11.14,0,4.14,16.68,0,1.048,0
07/15/2019,13:15, ,0,Pellicer Creek,0,6,37.1,0,2.54,0,7.24,0,-59,30.586,0,26.6719,0,16.22,0,10.84,0,3.89,15.66,0,1.03,0
07/15/2019,13:30, ,0,Pellicer Creek,0,6,36.3,0,2.5,0,7.23,0,-58.6,30.584,0,25.2268,0,15.26,0,9.71,0,3.74,15.07,0,1.015,0
07/15/2019,13:45, ,0,Pellicer Creek,0,6,38.2,0,2.64,0,7.23,0,-58.7,30.575,0,24.2702,0,14.63,0,10.65,0,3.9,15.7,0,1.004,0
07/15/2019,14:00, ,0,Pellicer Creek,0,6,35.9,0,2.49,0,7.21,0,-57.4,30.556,0,23.1171,0,13.87,0,9.85,0,3.97,15.98,0,0.985,0
